1.5,1
3.1,4
4.6,15
6.2,11
7.8,8
9.3,8
10.9,7
12.5,10
14.0,6
15.6,8
17.1,1
18.7,5
20.3,3
21.8,2
23.4,3
25.0,1
26.5,2
28.1,1
29.6,2
31.2,1
32.8,2
34.3,1
35.9,1
37.5,1
39.0,0
40.6,0
42.1,0
43.7,0
45.3,0
46.8,0
48.4,0
