[42.1875, 10.88025503301884]
[43.75, 7.497194242333216]
[45.3125, 5.128109400636601]
[46.875, 11.955444021429559]
[48.4375, 3.2974721374784206]
[1.5625, 39.522713391167564]
[3.125, 36.273549571016815]
[4.6875, 1.9480218605403221]
[6.25, 110.91273453729188]
[7.8125, 104.91630329506302]
[9.375, 27.501030973623248]
[10.9375, 17.489655747932762]
[12.5, 7.165640747660079]
[14.0625, 13.909628872500868]
[15.625, 13.419019440944881]
[17.1875, 22.08464550717359]
[18.75, 10.049016795621963]
[20.3125, 19.713017018925562]
[21.875, 8.20326423499729]
[23.4375, 6.293677396081077]
[25.0, 17.650435571289933]
[26.5625, 0.2547193501102629]
[28.125, 10.547708590881237]
[29.6875, 11.62449531070397]
[31.25, 8.709945162263535]
[32.8125, 16.143626157730093]
[34.375, 19.102499160715915]
[35.9375, 5.7114463660038375]
[37.5, 2.2444359390135267]
[39.0625, 15.377552011557876]
[40.625, 12.86587536645216]
[42.1875, 12.570237605127506]
[43.75, 10.430209317297217]
[45.3125, 9.403828106909272]
[46.875, 14.826084798909749]
[48.4375, 7.304962509519132]
[1.5625, 12.737705145444766]
[3.125, 13.895350437563591]
[4.6875, 27.72280393919454]
[6.25, 127.52045205408324]
[7.8125, 95.46485415705816]
[9.375, 31.87328462177901]
[10.9375, 30.04664892052626]
[12.5, 25.924768557639947]
[14.0625, 23.123519309747845]
[15.625, 4.700072172441067]
[17.1875, 16.596288936135185]
[18.75, 5.601663143998157]
[20.3125, 14.203834586958509]
[21.875, 5.4963979404756005]
[23.4375, 4.087547622499438]
[25.0, 20.265902782781573]
[26.5625, 3.7009518085592545]
[28.125, 13.987881586817988]
[29.6875, 7.631002031137192]
[31.25, 4.344784411789556]
[32.8125, 9.614469819710624]
[34.375, 23.580178050438345]
[35.9375, 3.174440076412036]
[37.5, 9.240807980747958]
[39.0625, 13.811876225491435]
[40.625, 17.99286904533065]
[42.1875, 10.56453730541728]
[43.75, 8.78156459794673]
[45.3125, 5.637491092850159]
[46.875, 12.26059548756756]
[48.4375, 5.965375046179235]
[1.5625, 3.2423776200919376]
[3.125, 6.444227686939905]
[4.6875, 34.68895121330214]
[6.25, 137.00367825112585]
[7.8125, 85.4612350351807]
[9.375, 22.23192555072462]
[10.9375, 20.90664619557771]
[12.5, 18.84265622910906]
[14.0625, 13.905904200007836]
[15.625, 9.15372519408046]
[17.1875, 17.348661746297942]
[18.75, 5.518612432719942]
[20.3125, 12.051584452104875]
[21.875, 14.378459033632152]
[23.4375, 11.817013095726633]
[25.0, 26.712429031765904]
[26.5625, 10.848238461435873]
[28.125, 13.405206957400726]
[29.6875, 7.57756947489281]
[31.25, 10.486725480333867]
[32.8125, 15.376916668314967]
[34.375, 20.170226690219092]
[35.9375, 4.74715790224054]
[37.5, 6.22396990035762]
[39.0625, 17.068707100155162]
[40.625, 16.107106873575503]
[42.1875, 7.976130047752316]
[43.75, 6.905690541021809]
[45.3125, 4.724324535429156]
[46.875, 11.429536087031483]
[48.4375, 5.542136591388433]
[1.5625, 17.975235173133147]
[3.125, 21.00516100114443]
[4.6875, 42.470480045729225]
[6.25, 144.26792924189527]
[7.8125, 76.28375973208146]
[9.375, 20.422891718289065]
[10.9375, 15.498052876317866]
[12.5, 13.96773865065688]
[14.0625, 13.955048048816058]
[15.625, 16.24871846797355]
[17.1875, 9.641277078465965]
[18.75, 8.126857183039204]
[20.3125, 5.743103653709965]
[21.875, 7.836518867912009]
[23.4375, 3.9557796033521004]
[25.0, 20.372786627359954]
[26.5625, 8.122796708020445]
[28.125, 16.693108062789527]
[29.6875, 4.304730052700546]
[31.25, 10.354680696039473]
[32.8125, 14.3363825553431]
[34.375, 19.484046672098515]
[35.9375, 2.0772773710824257]
[37.5, 4.453871255727092]
[39.0625, 16.42282543690337]
[40.625, 9.679975045989027]
[42.1875, 4.4569015701934385]
[43.75, 2.4208412471358707]
[45.3125, 6.41266713531252]
[46.875, 2.4130497694890543]
[48.4375, 11.60952460055913]
[1.5625, 12.852550731204543]
[3.125, 20.847679007051926]
[4.6875, 27.003659799441856]
[6.25, 132.79465171344347]
[7.8125, 79.9419750590007]
[9.375, 34.23493363401735]
[10.9375, 19.896182454827528]
[12.5, 11.972800801306146]
[14.0625, 29.197954253068776]
[15.625, 9.39519285728813]
[17.1875, 11.967602169993913]
[18.75, 3.55244955233585]
[20.3125, 7.0801889802124585]
[21.875, 13.06265926498182]
[23.4375, 2.9989618259972732]
[25.0, 17.241182076001405]
[26.5625, 11.24231691361006]
[28.125, 19.421830778431247]
[29.6875, 10.05579676120704]
[31.25, 9.94868668009648]
[32.8125, 9.030900218414462]
[34.375, 23.568220288799147]
[35.9375, 7.752689445864084]
[37.5, 5.566491169135442]
[39.0625, 24.02071053572706]
[40.625, 13.67876665021023]
[42.1875, 4.326901241991232]
[43.75, 4.663283910904675]
[45.3125, 5.282630100058612]
[46.875, 4.5191937665806785]
[48.4375, 11.13814997186299]
[1.5625, 16.08355989413164]
[3.125, 23.952244691754423]
[4.6875, 26.569573959447748]
[6.25, 132.39867732323137]
[7.8125, 78.43095556469282]
[9.375, 36.54956031355569]
[10.9375, 19.227636184002673]
[12.5, 9.636301149655077]
[14.0625, 29.013541385431402]
[15.625, 3.2381572909418015]
[17.1875, 18.671655398139155]
[18.75, 12.927274227790525]
[20.3125, 4.5320715589158445]
[21.875, 6.345926035874887]
[23.4375, 8.32058197865453]
[25.0, 20.991817201237723]
[26.5625, 15.69144321633285]
[28.125, 10.361468602157338]
[29.6875, 11.002390239802558]
[31.25, 3.6452406345013313]
[32.8125, 10.539444613473513]
[34.375, 15.936889159629136]
[35.9375, 5.697018237539517]
[37.5, 2.853015659676643]
[39.0625, 16.245587049438896]
[40.625, 9.195155920040186]
[42.1875, 5.57825413838044]
[43.75, 6.9546800005341485]
[45.3125, 7.208568990548374]
[46.875, 8.967098162465005]
[48.4375, 10.63392399777703]
[1.5625, 21.369387130291248]
[3.125, 25.417506429552276]
[4.6875, 20.499076399071782]
[6.25, 122.45989965636765]
[7.8125, 75.31019630600525]
[9.375, 40.70484451039006]
[10.9375, 15.707998673378011]
[12.5, 15.720601550958161]
[14.0625, 11.646180768734705]
[15.625, 19.75313958974785]
[17.1875, 10.454452639006677]
[18.75, 9.011049622403576]
[20.3125, 7.908333534708437]
[21.875, 14.829710143357644]
[23.4375, 11.016801692490173]
[25.0, 21.160958112675804]
[26.5625, 16.478949650551236]
[28.125, 11.115355115670956]
[29.6875, 11.395563262537207]
[31.25, 2.199235430901525]
[32.8125, 8.01382307004811]
[34.375, 10.527966656575185]
[35.9375, 10.587421212903914]
[37.5, 9.590577204058572]
[39.0625, 12.146140208348768]
[40.625, 3.745251605979663]
[42.1875, 2.51435891176897]
[43.75, 5.2700732543361575]
[45.3125, 5.6366413667085755]
[46.875, 6.553605284907795]
[48.4375, 12.2582311966075]
[1.5625, 22.85794764890032]
[3.125, 26.91007223678006]
[4.6875, 22.849754040436107]
[6.25, 123.10739992495067]
[7.8125, 72.79691561753626]
[9.375, 38.297014784817996]
[10.9375, 13.47655243532186]
[12.5, 15.26045496437034]
[14.0625, 19.198838518267653]
[15.625, 13.15295135751509]
[17.1875, 13.925225364873237]
[18.75, 8.05119492162029]
[20.3125, 1.6031412290945775]
[21.875, 11.37995644193554]
[23.4375, 5.302764241653767]
[25.0, 14.257392090354044]
[26.5625, 22.37141699742035]
[28.125, 7.4395130463526185]
[29.6875, 10.791489348932298]
[31.25, 4.918998562933265]
[32.8125, 6.6027464790012385]
[34.375, 12.85923173997115]
[35.9375, 12.228896277063551]
[37.5, 10.902241472966773]
[39.0625, 11.829936611668876]
[40.625, 4.321059604814066]
[42.1875, 1.1176363852182432]
[43.75, 4.41099517691921]
[45.3125, 6.472878378017667]
[46.875, 8.290683263742364]
[48.4375, 9.820324910969152]
[1.5625, 13.077604657277602]
[3.125, 21.67894961172416]
[4.6875, 29.432418890520864]
[6.25, 122.65520880728921]
[7.8125, 64.22073189502674]
[9.375, 27.335417415733943]
[10.9375, 5.106933213695942]
[12.5, 4.520551885926024]
[14.0625, 17.463610143128903]
[15.625, 16.501607007645607]
[17.1875, 7.7649420903622755]
[18.75, 8.672487711976775]
[20.3125, 4.226905225179681]
[21.875, 8.84305092206754]
[23.4375, 3.1886380659108604]
[25.0, 12.844897362208387]
[26.5625, 23.683939770662743]
[28.125, 5.725020756665055]
[29.6875, 8.548660915141092]
[31.25, 4.241585943696254]
[32.8125, 7.5448250445082925]
[34.375, 10.548808189845866]
[35.9375, 8.08736587683562]
[37.5, 6.710238262993847]
[39.0625, 10.447458578398575]
[40.625, 1.4500445549317555]
[42.1875, 4.429560540244432]
[43.75, 4.002552479264864]
[45.3125, 8.358146377638835]
[46.875, 9.929018262041213]
[48.4375, 8.338188467754785]
[1.5625, 25.79778256568533]
[3.125, 16.502054171499527]
[4.6875, 10.512606783724449]
[6.25, 97.9895934168941]
[7.8125, 79.57233494923003]
[9.375, 34.25301850796877]
[10.9375, 22.783445860121198]
[12.5, 15.355184644241898]
[14.0625, 17.03239456322397]
[15.625, 30.66616858827005]
[17.1875, 19.171119404808973]
[18.75, 16.76281324709488]
[20.3125, 4.609235051529387]
[21.875, 13.891636648382118]
[23.4375, 9.241170105365166]
[25.0, 18.569650947703163]
[26.5625, 19.822866884642455]
[28.125, 10.719191708657602]
[29.6875, 11.454410963593348]
[31.25, 12.407536243597747]
[32.8125, 6.608345326254541]
[34.375, 3.0310626181852265]
[35.9375, 5.444351359988669]
[37.5, 3.3907061749304663]
[39.0625, 8.9505456127608]
[40.625, 7.441914322026691]
[42.1875, 9.329746059286565]
[43.75, 3.3729825183527535]
[45.3125, 10.820947340510594]
[46.875, 9.397875996364167]
[48.4375, 12.79557959077419]
[1.5625, 50.66314605406637]
[3.125, 33.33663584274955]
[4.6875, 36.56840681094954]
[6.25, 97.56024326905157]
[7.8125, 65.14053333933835]
[9.375, 14.074743668337621]
[10.9375, 18.042712515337502]
[12.5, 11.796652483417594]
[14.0625, 12.511960958462348]
[15.625, 12.003615803739697]
[17.1875, 4.237136219145283]
[18.75, 10.35616148938696]
[20.3125, 9.889601229886024]
[21.875, 3.2994024305492538]
[23.4375, 2.516128629285994]
[25.0, 12.113647690681988]
[26.5625, 22.82418647934075]
[28.125, 7.312075249202992]
[29.6875, 9.473658340049651]
[31.25, 9.622612871061643]
[32.8125, 6.730831759152952]
[34.375, 5.707101252686504]
[35.9375, 2.561876394533927]
[37.5, 4.1875831610789005]
[39.0625, 6.36784455285775]
[40.625, 2.76314116685577]
[42.1875, 4.165948726171929]
[43.75, 2.5692789823490383]
[45.3125, 8.181749000557273]
[46.875, 10.150465512163493]
[48.4375, 7.663253590630592]
[1.5625, 46.174009144211084]
[3.125, 32.921522457068264]
[4.6875, 34.23315115379684]
[6.25, 91.37229105999815]
[7.8125, 68.40614032114411]
[9.375, 15.161513290879082]
[10.9375, 21.226435926127067]
[12.5, 14.827045651814059]
[14.0625, 17.419756949641226]
[15.625, 10.737614042134096]
[17.1875, 2.70305837431264]
[18.75, 12.907277879205905]
[20.3125, 7.609654930964198]
[21.875, 5.6367575182589675]
[23.4375, 1.590274231907598]
[25.0, 11.603926543223631]
[26.5625, 24.131825687960408]
[28.125, 6.213069915550711]
[29.6875, 9.075876322359276]
[31.25, 9.146312573025847]
[32.8125, 6.492364557112107]
[34.375, 5.688268172528547]
[35.9375, 2.575777416400202]
[37.5, 4.0747963474630104]
[39.0625, 6.747827471018321]
[40.625, 2.8069181683273765]
[42.1875, 4.616259571070266]
[43.75, 2.144307045117113]
[45.3125, 7.767939179380104]
[46.875, 9.745851421148704]
[48.4375, 7.679747047849366]
[1.5625, 46.619409046730894]
[3.125, 27.862770230713693]
[4.6875, 28.453710667372825]
[6.25, 85.87495964900526]
[7.8125, 73.87455139427753]
[9.375, 18.180778645809585]
[10.9375, 23.094498884910298]
[12.5, 14.340679572699502]
[14.0625, 19.84371164570208]
[15.625, 19.032988944911303]
[17.1875, 10.096429417742772]
[18.75, 6.1146476736045035]
[20.3125, 15.068277942094932]
[21.875, 2.9970917455073502]
[23.4375, 9.158565489541076]
[25.0, 19.040129491308427]
[26.5625, 24.27616707543952]
[28.125, 3.581673266795367]
[29.6875, 6.364131461571466]
[31.25, 5.40025601609836]
[32.8125, 3.0583003281835204]
[34.375, 4.025718978872505]
[35.9375, 1.1327014339433035]
[37.5, 6.176672109161813]
[39.0625, 8.334951052092567]
[40.625, 3.698884863641221]
[42.1875, 5.50143760111121]
[43.75, 3.428889337129192]
[45.3125, 7.502132240215805]
[46.875, 11.918999178655408]
[48.4375, 7.047913158582846]
[1.5625, 60.72742708309938]
[3.125, 12.026335721359366]
[4.6875, 19.40921808509353]
[6.25, 51.455341257906454]
[7.8125, 77.89706696145119]
[9.375, 24.7974719157004]
[10.9375, 11.298291173189016]
[12.5, 14.978058477865126]
[14.0625, 8.478507865396066]
[15.625, 6.988364490834216]
[17.1875, 10.006367632707931]
[18.75, 19.703167411228918]
[20.3125, 3.625914682698378]
[21.875, 8.491242623140488]
[23.4375, 9.74226964828584]
[25.0, 20.778160300735]
[26.5625, 22.092500249590543]
[28.125, 4.181195404768586]
[29.6875, 7.648654634156892]
[31.25, 8.018626950395124]
[32.8125, 6.504262219476661]
[34.375, 6.15072966933578]
[35.9375, 5.803343442178598]
[37.5, 6.364694422530632]
[39.0625, 2.818396183230926]
[40.625, 2.2094950142901584]
[42.1875, 8.627892738972008]
[43.75, 2.3157983121405796]
[45.3125, 3.9057615576989835]
[46.875, 12.369962872742379]
[48.4375, 5.401797712321153]
[1.5625, 67.45409271253361]
[3.125, 24.615644237669873]
[4.6875, 33.216756281001814]
[6.25, 54.92999748000292]
[7.8125, 65.93792541765984]
[9.375, 18.540334091890344]
[10.9375, 5.879624212656259]
[12.5, 13.475344808823717]
[14.0625, 11.96549653774272]
[15.625, 7.816156719292594]
[17.1875, 1.77138881014555]
[18.75, 13.12490425561832]
[20.3125, 9.61492439992468]
[21.875, 7.237482496644885]
[23.4375, 1.663259007272555]
[25.0, 12.982840643945723]
[26.5625, 16.45687175567619]
[28.125, 10.514067333612237]
[29.6875, 1.431142680592648]
[31.25, 2.4470503935958305]
[32.8125, 2.4181639545134295]
[34.375, 4.621135730523743]
[35.9375, 2.1340370025203486]
[37.5, 4.141255894561179]
[39.0625, 4.414514757817474]
[40.625, 1.1782692714009093]
[42.1875, 6.230852792227622]
[43.75, 0.29242644913858984]
[45.3125, 6.307862295500414]
[46.875, 10.526963784877388]
[48.4375, 6.695873759493546]
[1.5625, 67.37851201456893]
[3.125, 24.19632518647763]
[4.6875, 34.152973519180236]
[6.25, 52.382976166201125]
[7.8125, 63.37336281552103]
[9.375, 17.729517613488326]
[10.9375, 6.976720436463969]
[12.5, 10.680197043984059]
[14.0625, 9.187137975615242]
[15.625, 8.18065593729635]
[17.1875, 1.9683688155693417]
[18.75, 13.79318674122535]
[20.3125, 8.76242011483828]
[21.875, 4.527444957786651]
[23.4375, 1.2956176775735995]
[25.0, 10.340884328620449]
[26.5625, 15.377712418755475]
[28.125, 12.742250252802892]
[29.6875, 2.7433442761992755]
[31.25, 3.8094304542712165]
[32.8125, 4.130338720140888]
[34.375, 5.125933207726435]
[35.9375, 3.351369883878892]
[37.5, 5.445936060601724]
[39.0625, 5.408300989172338]
[40.625, 1.5367528473899947]
[42.1875, 5.279054951452006]
[43.75, 0.7420491981430974]
[45.3125, 6.342576902828583]
[46.875, 10.341839081807471]
[48.4375, 6.065620692643836]
[1.5625, 62.06868454420056]
[3.125, 16.345112160786428]
[4.6875, 16.493787613386747]
[6.25, 37.61488112152478]
[7.8125, 73.97624569272357]
[9.375, 30.584460841273003]
[10.9375, 21.45119921065929]
[12.5, 11.743332893650734]
[14.0625, 7.1263494041436966]
[15.625, 10.932694685933793]
[17.1875, 12.356823714209579]
[18.75, 3.4175456313828034]
[20.3125, 18.044315477696276]
[21.875, 13.280160517262908]
[23.4375, 6.506660884235474]
[25.0, 16.813022235047033]
[26.5625, 20.675169647697448]
[28.125, 13.19066268693263]
[29.6875, 4.334046559112483]
[31.25, 6.06418399043196]
[32.8125, 7.293257219390302]
[34.375, 5.088676220687024]
[35.9375, 4.197215414683392]
[37.5, 5.065396782668926]
[39.0625, 5.380641590858193]
[40.625, 4.726095872144637]
[42.1875, 10.850863170735149]
[43.75, 6.208107411051781]
[45.3125, 12.99982015464905]
[46.875, 3.7425487348147457]
[48.4375, 1.6785843770828228]
[1.5625, 56.27381017735033]
[3.125, 31.133364010418898]
[4.6875, 26.61913125066865]
[6.25, 20.729334661318315]
[7.8125, 55.779095296378856]
[9.375, 23.996371213177344]
[10.9375, 19.621245273997545]
[12.5, 13.737237018371609]
[14.0625, 15.519587587239844]
[15.625, 11.625564201117605]
[17.1875, 5.787835158253104]
[18.75, 16.203027899469635]
[20.3125, 13.686231750293889]
[21.875, 9.598616378235768]
[23.4375, 4.625099361307453]
[25.0, 14.061190070063061]
[26.5625, 17.52072581675836]
[28.125, 14.82976867167195]
[29.6875, 6.34718936055144]
[31.25, 7.799667666431597]
[32.8125, 3.9664255182901584]
[34.375, 6.527063745458424]
[35.9375, 6.319143165135746]
[37.5, 7.508751096919688]
[39.0625, 7.3665308872383255]
[40.625, 4.552814513026759]
[42.1875, 4.8709332376821495]
[43.75, 2.131720866562307]
[45.3125, 9.073028113214436]
[46.875, 5.338717193057587]
[48.4375, 2.9055650859344953]
[1.5625, 56.729685738785186]
[3.125, 37.76428019152921]
[4.6875, 36.19375098430098]
[6.25, 30.281260330067752]
[7.8125, 44.72088955729449]
[9.375, 14.635304324796826]
[10.9375, 10.227921006382223]
[12.5, 14.010924197927206]
[14.0625, 11.075182518141839]
[15.625, 10.51427600069147]
[17.1875, 10.051605378306682]
[18.75, 6.382967667913995]
[20.3125, 11.387729176611995]
[21.875, 6.7802808110953805]
[23.4375, 9.262191850483747]
[25.0, 5.852651729087595]
[26.5625, 7.638070502415717]
[28.125, 6.023497982415439]
[29.6875, 4.776142210325097]
[31.25, 3.0194496871491223]
[32.8125, 6.484431795560517]
[34.375, 1.9411445194698083]
[35.9375, 2.8992184024218375]
[37.5, 3.6208481780530177]
[39.0625, 5.0871516320975045]
[40.625, 5.724665598754769]
[42.1875, 1.6280584151050344]
[43.75, 2.626368967703584]
[45.3125, 7.469878755642077]
[46.875, 6.311489103127109]
[48.4375, 3.6471902915647765]
[1.5625, 57.79047307396565]
[3.125, 37.70586916055828]
[4.6875, 35.768124004944866]
[6.25, 29.54253975816834]
[7.8125, 42.963586480282736]
[9.375, 15.115146562053253]
[10.9375, 10.025475275498252]
[12.5, 16.28440658397966]
[14.0625, 10.35989039301955]
[15.625, 9.761293858186798]
[17.1875, 10.25700068392638]
[18.75, 11.31710961031311]
[20.3125, 6.8211444894432995]
[21.875, 2.5932051293827194]
[23.4375, 5.152225788638272]
[25.0, 5.671638754412521]
[26.5625, 7.57516203370191]
[28.125, 9.211313101180371]
[29.6875, 6.6012724868122215]
[31.25, 3.502813481362801]
[32.8125, 7.7170558051541]
[34.375, 2.9505321179452144]
[35.9375, 3.646178169900431]
[37.5, 4.077043201876086]
[39.0625, 5.11764275603364]
[40.625, 4.987215319819823]
[42.1875, 1.700074883432844]
[43.75, 2.721829349949908]
[45.3125, 5.886173307267098]
[46.875, 7.821080914667006]
[48.4375, 5.488091752203392]
[1.5625, 36.310493898423715]
[3.125, 12.46852226449115]
[4.6875, 6.886808706785091]
[6.25, 19.948143653396468]
[7.8125, 48.02148610496528]
[9.375, 30.598599764461127]
[10.9375, 21.0433474094507]
[12.5, 17.36947335433317]
[14.0625, 11.326893583124193]
[15.625, 13.451286873637198]
[17.1875, 15.069732825089789]
[18.75, 6.473464193638353]
[20.3125, 15.76748161719684]
[21.875, 9.89995827336401]
[23.4375, 10.642506096068633]
[25.0, 13.752609639532164]
[26.5625, 11.47202678391794]
[28.125, 16.467117507041504]
[29.6875, 15.190885754680242]
[31.25, 12.501085103205106]
[32.8125, 11.517351030406253]
[34.375, 7.875922288613257]
[35.9375, 7.052199586003248]
[37.5, 6.058033291419922]
[39.0625, 7.6793451516554745]
[40.625, 13.379154914448549]
[42.1875, 6.690038476236723]
[43.75, 5.819595133962469]
[45.3125, 10.120611575279769]
[46.875, 8.41727067614762]
[48.4375, 6.352505828439381]
[1.5625, 28.046691007783213]
[3.125, 19.493243079565286]
[4.6875, 29.808689029951292]
[6.25, 45.30305728005164]
[7.8125, 29.94578369532217]
[9.375, 22.277182529275255]
[10.9375, 13.553539035719547]
[12.5, 1.315257056241527]
[14.0625, 11.341705990157466]
[15.625, 11.546155092307226]
[17.1875, 11.224094905491324]
[18.75, 7.904930981953004]
[20.3125, 8.651002905403574]
[21.875, 2.984655963354579]
[23.4375, 4.759707227881824]
[25.0, 7.902788251866362]
[26.5625, 4.997303909856923]
[28.125, 9.759028709512215]
[29.6875, 8.640377289889658]
[31.25, 5.9507574833662495]
[32.8125, 2.493050569147624]
[34.375, 4.926292467946882]
[35.9375, 3.326898843383605]
[37.5, 4.371886137597923]
[39.0625, 3.921429258745028]
[40.625, 4.735052030668445]
[42.1875, 4.517995742489315]
[43.75, 9.108760843237297]
[45.3125, 11.762587411435657]
[46.875, 1.4205306395182566]
[48.4375, 1.4482113652638184]
[1.5625, 31.144680333380666]
[3.125, 19.859760655559047]
[4.6875, 28.842593761404594]
[6.25, 48.90204431085764]
[7.8125, 30.580082268901112]
[9.375, 24.25640469805053]
[10.9375, 14.401547496065636]
[12.5, 7.111807327622167]
[14.0625, 9.201060756519677]
[15.625, 5.408913137093987]
[17.1875, 8.042784820214635]
[18.75, 4.698742396725837]
[20.3125, 11.087587589371704]
[21.875, 5.8073448798833756]
[23.4375, 3.1430937568440087]
[25.0, 5.546969562580997]
[26.5625, 2.06367951852487]
[28.125, 7.161236048787653]
[29.6875, 6.709219334443301]
[31.25, 4.57874797456663]
[32.8125, 3.9833307297494773]
[34.375, 3.638574739070272]
[35.9375, 2.5199639277982193]
[37.5, 3.4031495549028774]
[39.0625, 2.1913005656920417]
[40.625, 6.371711719430151]
[42.1875, 2.1405467272597725]
[43.75, 6.337653946789519]
[45.3125, 8.976007968735871]
[46.875, 4.598173325665956]
[48.4375, 4.805784701538726]
[1.5625, 27.63310343111239]
[3.125, 16.08144470782884]
[4.6875, 24.596955981281823]
[6.25, 45.8722411251603]
[7.8125, 34.92760635697784]
[9.375, 28.368055034719706]
[10.9375, 17.288210826308703]
[12.5, 11.82704812743214]
[14.0625, 7.092816723393595]
[15.625, 4.333667253248275]
[17.1875, 12.778933022620594]
[18.75, 9.489942710130128]
[20.3125, 6.474820563047785]
[21.875, 1.483779349519428]
[23.4375, 4.239230533382014]
[25.0, 8.396998508880301]
[26.5625, 3.718424878273944]
[28.125, 7.24671861890247]
[29.6875, 5.320852210232184]
[31.25, 2.761789772733157]
[32.8125, 5.107770783028994]
[34.375, 2.708287175428039]
[35.9375, 2.1352340661309817]
[37.5, 2.9471830574987847]
[39.0625, 1.847229412676819]
[40.625, 6.7208225314572845]
[42.1875, 1.1582303341852216]
