1.5,1
3.1,1
4.6,35
6.2,12
7.8,61
9.3,6
10.9,9
12.5,11
14.0,13
15.6,5
17.1,10
18.7,8
20.3,4
21.8,8
23.4,1
25.0,0
26.5,4
28.1,4
29.6,4
31.2,4
32.8,3
34.3,2
35.9,0
37.5,1
39.0,0
40.6,0
42.1,0
43.7,0
45.3,0
46.8,0
48.4,0
