1.5,3
3.1,4
4.6,1
6.2,4
7.8,8
9.3,10
10.9,2
12.5,2
14.0,6
15.6,3
17.1,1
18.7,4
20.3,5
21.8,3
23.4,0
25.0,1
26.5,2
28.1,1
29.6,0
31.2,1
32.8,0
34.3,1
35.9,1
37.5,0
39.0,0
40.6,0
42.1,0
43.7,0
45.3,0
46.8,0
48.4,0
