1.5,4
3.1,11
4.6,7
6.2,3
7.8,11
9.3,11
10.9,5
12.5,7
14.0,4
15.6,4
17.1,2
18.7,6
20.3,2
21.8,3
23.4,3
25.0,1
26.5,1
28.1,1
29.6,3
31.2,2
32.8,0
34.3,0
35.9,2
37.5,1
39.0,0
40.6,0
42.1,0
43.7,0
45.3,0
46.8,0
48.4,0
